Séance,Développé couché,Ecarté incliné,Triceps Kickback,Barre au front Haltère,Traction poulie haute,Rowing Haltère,Curl biceps haltère,Curl marteau,Crunch à la poulie haute,Squat,Presse à cuisse,Soulevé de terre jambe tendu haltère,Leg extension,Développé militaire,Elevation latérales,Oiseau,Face-Pull à la poulie haute,Shrug
1.0,15.0,6.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
